Personnel_Type,BSO,Platform,Job_Specialty,Pay_Grade_Level,BA,Onboard,Gap,Model_Criticality_Score
Military,NAVSEA,LHA,LS,E1,2,0,2,72
Military,NAVAIR,SHORE,EN,E6,22,21,1,60
Military,NAVWAR,LCS,HM,E3,4,3,1,72
Military,CNP,LHA,EN,E4,15,15,0,60
Military,NAVWAR,LCS,LS,E2,2,2,0,52
Military,NAVAIR,CVN,GM,E4,2,2,0,60
Military,NAVSEA,LCS,GM,E2,24,24,0,52
Military,NAVSEA,SSN,ET,E6,23,24,-1,72
Military,NAVWAR,SHORE,CTN,E6,15,15,0,40
Military,NAVWAR,SHORE,OS,E2,4,5,-1,20
Military,NAVAIR,SHORE,LS,E3,12,13,-1,20
Military,NAVSEA,SHORE,GM,E4,6,8,-2,28
Military,NAVSEA,SHORE,ET,E7,20,21,-1,48
Military,NAVWAR,LHA,OS,E7,16,16,0,80
Military,USFF,LCS,GM,E5,1,3,-2,72
Military,NAVWAR,DDG,HM,E8,12,10,2,100
Military,NAVWAR,SHORE,OS,E3,1,1,0,20
Military,CNP,SHORE,LS,E5,23,24,-1,40
Military,NAVSEA,SHORE,EN,E8,6,6,0,48
Military,NAVSEA,LCS,PS,E3,21,23,-2,52
Military,CNP,DDG,IT,E8,11,10,1,100
Military,CNP,LCS,OS,E4,13,11,2,80
Military,CNP,CVN,CTN,E3,13,12,1,72
Military,NAVAIR,SSN,LS,E4,2,0,2,80
Military,NAVSEA,LPD,HM,E3,18,20,-2,52
Military,USFF,SSN,LS,E1,16,16,0,52
Military,CNP,SSN,ET,E6,8,7,1,92
Military,NAVWAR,CVN,EN,E2,11,11,0,52
Military,NAVAIR,SHORE,LS,E3,4,4,0,20
Military,NAVWAR,DDG,ET,E5,6,6,0,72
Military,CNP,LPD,CTN,E6,5,7,-2,72
Military,USFF,LCS,HM,E2,7,8,-1,52
Military,NAVAIR,LHA,IT,E3,5,5,0,52
Military,USFF,DDG,GM,E5,12,12,0,72
Military,NAVSEA,SSN,EN,E4,15,15,0,60
Military,NAVSEA,LPD,PS,E5,2,0,2,92
Military,NAVSEA,SHORE,ET,E2,6,5,1,40
Military,NAVSEA,DDG,OS,E2,20,18,2,72
Military,CNP,LPD,IT,E2,9,11,-2,52
Military,CNP,LPD,GM,E9,11,12,-1,80
Military,USFF,LCS,GM,E3,23,25,-2,52
Military,NAVWAR,DDG,HM,E3,13,14,-1,52
Military,USFF,LPD,OS,E2,3,1,2,72
Military,CNP,LHA,ET,E7,21,20,1,100
Military,NAVSEA,CVN,GM,E5,9,8,1,92
Military,CNP,LHA,EN,E2,14,12,2,72
Military,CNP,SHORE,OS,E5,22,23,-1,40
Military,NAVAIR,LPD,OS,E7,8,10,-2,80
Military,CNP,LHA,EN,E6,12,14,-2,72
Military,NAVSEA,CVN,OS,E4,13,13,0,60
Military,USFF,CVN,ET,E6,23,24,-1,72
Military,NAVWAR,SHORE,GM,E9,23,21,2,68
Military,CNP,LPD,GM,E1,3,1,2,72
Military,NAVSEA,LPD,LS,E2,2,0,2,72
Military,NAVAIR,SHORE,OS,E7,24,26,-2,48
Military,CNP,LPD,EN,E4,6,8,-2,60
Military,CNP,SHORE,IT,E3,7,6,1,40
Military,NAVSEA,CVN,GM,E4,15,16,-1,60
Military,NAVSEA,SSN,IT,E1,21,23,-2,52
Military,NAVSEA,SHORE,OS,E3,3,2,1,40
Military,CNP,LCS,EN,E2,7,5,2,72
Military,NAVSEA,LCS,LS,E4,6,6,0,60
Military,CNP,SSN,GM,E5,6,4,2,92
Military,NAVAIR,LPD,ET,E8,3,3,0,80
Military,NAVWAR,CVN,GM,E5,9,11,-2,72
Military,NAVWAR,LCS,EN,E4,2,1,1,80
Military,NAVSEA,LHA,LS,E9,21,23,-2,80
Military,NAVWAR,SSN,GM,E3,15,16,-1,52
Military,CNP,DDG,EN,E9,22,20,2,100
Military,NAVWAR,SHORE,HM,E7,18,16,2,68
Military,CNP,DDG,CTN,E3,2,4,-2,52
Military,NAVSEA,SHORE,OS,E4,20,18,2,48
Military,NAVAIR,LCS,IT,E1,21,21,0,52
Military,NAVAIR,LCS,HM,E5,19,18,1,92
Military,CNP,DDG,OS,E2,10,8,2,72
Military,CNP,LCS,LS,E8,23,25,-2,80
Military,CNP,LHA,EN,E2,2,2,0,52
Military,USFF,LPD,HM,E2,2,3,-1,52
Military,NAVSEA,SSN,GM,E3,20,22,-2,52
Military,NAVSEA,LCS,OS,E4,16,15,1,80
Military,USFF,LHA,GM,E2,12,13,-1,52
Military,USFF,CVN,OS,E7,6,4,2,100
Military,NAVSEA,LPD,GM,E6,18,19,-1,72
Military,NAVSEA,SHORE,EN,E3,16,18,-2,20
Military,NAVWAR,LPD,OS,E1,24,26,-2,52
Military,NAVWAR,DDG,ET,E7,24,25,-1,80
Military,USFF,DDG,EN,E4,13,11,2,80
Military,USFF,SHORE,OS,E4,1,3,-2,28
Military,USFF,LHA,ET,E3,22,24,-2,52
Military,USFF,LCS,PS,E4,14,14,0,60
Military,NAVAIR,LPD,GM,E4,22,21,1,80
Military,CNP,SSN,CTN,E5,21,23,-2,72
Military,NAVSEA,LPD,EN,E2,19,19,0,52
Military,NAVSEA,CVN,PS,E5,3,2,1,92
Military,NAVSEA,CVN,PS,E2,22,24,-2,52
Military,NAVWAR,LPD,IT,E5,23,22,1,92
Military,NAVAIR,LHA,OS,E3,4,5,-1,52
Military,NAVSEA,SHORE,EN,E7,21,23,-2,48
Military,NAVWAR,LHA,CTN,E7,16,18,-2,80
Military,NAVAIR,SHORE,CTN,E3,22,21,1,40
Military,USFF,LCS,OS,E2,24,23,1,72
Military,NAVAIR,SSN,LS,E1,17,15,2,72
Military,NAVAIR,SHORE,ET,E8,13,13,0,48
Military,USFF,LHA,GM,E5,20,18,2,92
Military,NAVSEA,CVN,PS,E7,17,15,2,100
Military,USFF,LHA,GM,E7,20,19,1,100
Military,NAVAIR,SSN,ET,E3,22,24,-2,52
Military,NAVWAR,CVN,ET,E3,5,4,1,72
Military,NAVAIR,LPD,OS,E4,10,10,0,60
Military,NAVSEA,CVN,OS,E4,1,3,-2,60
Military,NAVSEA,DDG,CTN,E5,12,12,0,72
Military,NAVSEA,CVN,CTN,E4,1,3,-2,60
Military,NAVWAR,LHA,EN,E4,5,4,1,80
Military,NAVAIR,SSN,ET,E6,19,21,-2,72
Military,USFF,DDG,EN,E9,9,10,-1,80
Military,NAVSEA,LPD,OS,E1,2,0,2,72
Military,NAVAIR,CVN,PS,E4,3,3,0,60
Military,USFF,LCS,PS,E5,7,5,2,92
Military,NAVWAR,LCS,OS,E3,2,1,1,72
Military,NAVSEA,DDG,PS,E6,16,16,0,72
Military,CNP,LHA,PS,E6,10,10,0,72
Military,NAVAIR,DDG,IT,E1,4,4,0,52
Military,NAVWAR,LPD,LS,E6,16,15,1,92
Military,NAVWAR,LPD,OS,E3,16,14,2,72
Military,NAVAIR,LHA,EN,E3,15,16,-1,52
Military,NAVSEA,LHA,GM,E1,11,9,2,72
Military,NAVAIR,DDG,CTN,E7,1,0,1,100
Military,NAVWAR,SSN,OS,E3,17,16,1,72
Military,USFF,LPD,IT,E6,17,15,2,92
Military,NAVWAR,LHA,HM,E4,21,20,1,80
Military,CNP,LHA,GM,E2,6,4,2,72
Military,NAVAIR,SSN,OS,E6,4,2,2,92
Military,NAVWAR,DDG,OS,E4,19,20,-1,60
Military,NAVWAR,LPD,HM,E1,2,1,1,72
Military,USFF,SHORE,EN,E8,2,3,-1,48
Military,NAVWAR,LCS,CTN,E3,9,11,-2,52
Military,USFF,LCS,LS,E5,6,8,-2,72
Military,CNP,CVN,OS,E5,23,25,-2,72
Military,NAVWAR,DDG,GM,E5,11,13,-2,72
Military,NAVSEA,LPD,ET,E1,16,18,-2,52
Military,USFF,LPD,LS,E6,8,9,-1,72
Military,NAVAIR,LCS,CTN,E1,16,18,-2,52
Military,NAVAIR,SSN,PS,E6,22,22,0,72
Military,USFF,LPD,GM,E7,2,1,1,100
Military,NAVSEA,CVN,GM,E1,1,1,0,52
Military,NAVSEA,SSN,EN,E4,23,24,-1,60
Military,NAVSEA,SSN,LS,E3,2,2,0,52
Military,NAVWAR,CVN,OS,E4,9,7,2,80
Military,NAVSEA,SSN,ET,E1,23,24,-1,52
Military,NAVSEA,LCS,CTN,E5,20,21,-1,72
Military,CNP,LPD,OS,E5,17,18,-1,72
Military,NAVAIR,DDG,OS,E7,5,7,-2,80
Military,CNP,DDG,PS,E8,5,5,0,80
Military,USFF,LHA,GM,E8,21,21,0,80
Military,CNP,DDG,IT,E5,14,14,0,72
Military,CNP,SHORE,EN,E5,14,15,-1,40
Military,NAVSEA,SSN,IT,E3,8,8,0,52
Military,NAVWAR,SSN,HM,E4,22,21,1,80
Military,NAVAIR,LHA,EN,E4,12,14,-2,60
Military,NAVSEA,DDG,CTN,E4,3,2,1,80
Military,NAVSEA,LCS,CTN,E5,5,7,-2,72
Military,NAVAIR,SSN,GM,E2,19,21,-2,52
Military,NAVAIR,LHA,OS,E3,4,5,-1,52
Military,NAVWAR,SSN,ET,E1,12,11,1,72
Military,NAVWAR,LCS,LS,E7,16,18,-2,80
Military,NAVAIR,CVN,ET,E7,12,12,0,80
Military,NAVSEA,LHA,IT,E4,16,15,1,80
Military,NAVAIR,LHA,OS,E5,20,20,0,72
Military,NAVAIR,DDG,IT,E8,12,13,-1,80
Military,NAVAIR,SHORE,HM,E4,10,9,1,48
Military,NAVSEA,CVN,HM,E2,15,15,0,52
Military,NAVAIR,SSN,HM,E5,15,14,1,92
Military,USFF,SSN,EN,E7,19,21,-2,80
Military,USFF,LPD,HM,E1,13,12,1,72
Military,NAVSEA,CVN,EN,E3,1,3,-2,52
Military,NAVAIR,LPD,GM,E2,23,22,1,72
Military,NAVWAR,LCS,HM,E6,20,18,2,92
Military,NAVSEA,LHA,ET,E3,5,3,2,72
Military,NAVSEA,CVN,LS,E4,11,12,-1,60
Military,USFF,SHORE,IT,E4,12,13,-1,28
Military,USFF,LPD,PS,E5,2,1,1,92
Military,NAVAIR,LHA,IT,E3,4,4,0,52
Military,CNP,DDG,LS,E3,14,14,0,52
Military,CNP,LPD,PS,E5,4,5,-1,72
Military,NAVSEA,SHORE,GM,E1,16,17,-1,20
Military,USFF,LCS,LS,E4,19,19,0,60
Military,USFF,LHA,CTN,E8,16,18,-2,80
Military,CNP,LCS,PS,E9,1,0,1,100
Military,NAVAIR,DDG,GM,E2,3,3,0,52
Military,NAVWAR,SSN,LS,E4,1,2,-1,60
Military,USFF,CVN,LS,E4,14,14,0,60
Military,CNP,CVN,OS,E6,20,22,-2,72
Military,NAVWAR,CVN,ET,E2,3,1,2,72
Military,NAVAIR,CVN,LS,E4,13,15,-2,60
Military,USFF,LPD,IT,E1,8,7,1,72
Military,NAVWAR,CVN,GM,E7,12,13,-1,80
Military,NAVSEA,SHORE,HM,E4,15,17,-2,28
Military,NAVAIR,SHORE,IT,E5,11,13,-2,40
Military,CNP,DDG,LS,E4,16,15,1,80
Military,NAVAIR,DDG,IT,E1,17,18,-1,52
Military,NAVSEA,LCS,HM,E5,3,4,-1,72
Military,USFF,CVN,IT,E5,17,16,1,92
Military,NAVAIR,SSN,CTN,E4,14,12,2,80
Military,NAVWAR,SHORE,OS,E7,8,10,-2,48
Military,CNP,LPD,EN,E3,19,20,-1,52
Military,NAVSEA,CVN,EN,E1,10,12,-2,52
Military,USFF,SHORE,PS,E3,2,1,1,40
Military,NAVSEA,LPD,GM,E6,14,12,2,92
Military,NAVSEA,LHA,ET,E7,5,7,-2,80
Military,CNP,CVN,PS,E5,15,17,-2,72
Military,NAVWAR,LHA,CTN,E1,8,9,-1,52
Military,USFF,SSN,PS,E5,23,21,2,92
Military,NAVAIR,SSN,GM,E3,1,0,1,72
Military,CNP,SHORE,CTN,E4,5,6,-1,28
Military,NAVAIR,SHORE,ET,E5,12,13,-1,40
Military,USFF,LPD,PS,E2,7,5,2,72
Military,NAVSEA,SSN,HM,E5,3,5,-2,72
Military,NAVSEA,DDG,PS,E6,5,5,0,72
Military,NAVWAR,LPD,ET,E1,12,10,2,72
Military,NAVAIR,SHORE,OS,E3,20,19,1,40
Military,NAVAIR,DDG,EN,E3,14,12,2,72
Military,CNP,SSN,OS,E3,2,4,-2,52
Military,CNP,LCS,LS,E3,11,10,1,72
Military,NAVWAR,LCS,CTN,E9,7,8,-1,80
Military,USFF,LPD,PS,E9,18,20,-2,80
Military,CNP,LPD,CTN,E5,16,16,0,72
Military,CNP,CVN,IT,E6,23,21,2,92
Military,CNP,SSN,CTN,E3,10,9,1,72
Military,CNP,CVN,CTN,E6,14,14,0,72
Military,NAVWAR,LCS,IT,E2,20,18,2,72
Military,NAVWAR,SSN,GM,E6,22,23,-1,72
Military,USFF,LHA,PS,E4,4,3,1,80
Military,CNP,DDG,PS,E5,11,12,-1,72
Military,CNP,CVN,PS,E1,24,24,0,52
Military,NAVWAR,SHORE,GM,E1,5,7,-2,20
Military,NAVWAR,LHA,PS,E5,21,20,1,92
Military,CNP,LPD,GM,E3,2,2,0,52
Military,NAVWAR,SHORE,EN,E2,1,0,1,40
Military,NAVSEA,LHA,GM,E4,15,14,1,80
Military,USFF,LPD,PS,E4,16,18,-2,60
Military,NAVWAR,LPD,LS,E1,4,3,1,72
Military,NAVWAR,LPD,OS,E5,17,19,-2,72
Military,USFF,CVN,CTN,E3,7,8,-1,52
Military,USFF,LCS,IT,E3,18,19,-1,52
Military,NAVSEA,CVN,CTN,E8,3,3,0,80
Military,NAVAIR,DDG,LS,E5,4,2,2,92
Military,NAVAIR,LPD,PS,E7,23,22,1,100
Military,NAVSEA,SSN,HM,E2,11,10,1,72
Military,USFF,LPD,HM,E6,6,5,1,92
Military,USFF,SHORE,PS,E3,8,6,2,40
Military,USFF,SHORE,CTN,E4,12,14,-2,28
Military,NAVSEA,SSN,IT,E4,21,19,2,80
Military,USFF,LCS,HM,E8,22,24,-2,80
Military,USFF,SSN,HM,E4,16,18,-2,60
Military,USFF,CVN,EN,E1,21,22,-1,52
Military,USFF,LCS,ET,E4,16,16,0,60
Military,CNP,LHA,EN,E5,18,18,0,72
Military,USFF,LHA,PS,E3,5,3,2,72
Military,NAVWAR,CVN,PS,E4,24,24,0,60
Military,USFF,LCS,HM,E2,17,17,0,52
Military,NAVAIR,CVN,LS,E2,3,5,-2,52
Military,NAVWAR,SSN,PS,E9,18,17,1,100
Military,NAVSEA,CVN,GM,E6,23,22,1,92
Military,NAVWAR,LHA,OS,E9,6,6,0,80
Military,NAVWAR,SSN,PS,E3,21,23,-2,52
Military,NAVWAR,DDG,PS,E3,14,12,2,72
Military,CNP,SHORE,ET,E3,19,17,2,40
Military,USFF,CVN,EN,E2,10,10,0,52
Military,CNP,LHA,GM,E5,16,16,0,72
Military,USFF,DDG,CTN,E4,2,0,2,80
Military,NAVWAR,LHA,LS,E5,23,23,0,72
Military,USFF,SSN,PS,E5,22,21,1,92
Military,NAVWAR,LHA,PS,E4,4,6,-2,60
Military,NAVAIR,SHORE,HM,E5,5,4,1,60
Military,NAVAIR,SHORE,EN,E8,14,14,0,48
Military,NAVAIR,DDG,OS,E3,3,1,2,72
Military,CNP,CVN,OS,E4,2,0,2,80
Military,USFF,DDG,PS,E5,7,5,2,92
Military,NAVSEA,LHA,GM,E5,19,17,2,92
Military,CNP,DDG,GM,E1,24,22,2,72
Military,USFF,LPD,GM,E5,1,0,1,92
Military,CNP,CVN,OS,E6,16,14,2,92
Military,NAVSEA,SSN,IT,E5,10,10,0,72
Military,NAVWAR,LPD,ET,E1,22,22,0,52
Military,NAVSEA,SSN,ET,E4,1,2,-1,60
Military,NAVAIR,LCS,EN,E3,12,12,0,52
Military,NAVWAR,SHORE,EN,E4,7,9,-2,28
Military,NAVSEA,LHA,IT,E6,15,13,2,92
Military,CNP,LHA,CTN,E5,21,20,1,92
Military,NAVWAR,LCS,IT,E3,17,19,-2,52
Military,NAVAIR,LCS,GM,E1,7,6,1,72
Military,NAVWAR,LPD,PS,E7,17,16,1,100
Military,NAVWAR,SHORE,GM,E1,20,18,2,40
Military,NAVWAR,LPD,GM,E3,20,18,2,72
Military,USFF,LPD,EN,E7,9,11,-2,80
Military,NAVAIR,LCS,CTN,E1,18,16,2,72
Military,NAVSEA,SSN,IT,E5,8,10,-2,72
Military,NAVSEA,SSN,PS,E5,10,10,0,72
Military,NAVSEA,LPD,LS,E5,8,6,2,92
Military,NAVSEA,SHORE,CTN,E4,18,16,2,48
Military,NAVAIR,LPD,LS,E4,9,11,-2,60
Military,NAVWAR,CVN,ET,E4,19,17,2,80
Military,NAVSEA,LPD,EN,E3,13,11,2,72
Military,CNP,DDG,ET,E4,20,18,2,80
Military,USFF,SHORE,EN,E5,3,5,-2,40
Military,CNP,CVN,EN,E4,7,7,0,60
Military,USFF,SHORE,EN,E8,4,2,2,68
Military,CNP,DDG,LS,E5,21,21,0,72
Military,NAVSEA,CVN,LS,E4,3,3,0,60
Military,NAVWAR,LCS,EN,E4,2,2,0,60
Military,NAVWAR,LPD,GM,E3,23,22,1,72
Military,NAVWAR,CVN,EN,E2,5,7,-2,52
Military,NAVAIR,CVN,GM,E3,22,21,1,72
Military,NAVSEA,SSN,ET,E4,17,18,-1,60
Military,NAVSEA,SSN,ET,E5,10,10,0,72
Military,USFF,LPD,CTN,E6,20,22,-2,72
Military,USFF,LPD,GM,E4,24,23,1,80
Military,CNP,SSN,CTN,E4,16,15,1,80
Military,USFF,LCS,GM,E6,17,16,1,92
Military,NAVSEA,CVN,ET,E5,1,3,-2,72
Military,CNP,DDG,IT,E5,9,10,-1,72
Military,NAVAIR,LPD,IT,E5,7,5,2,92
Military,NAVWAR,LCS,HM,E3,14,12,2,72
Military,USFF,LPD,LS,E5,17,17,0,72
Military,USFF,DDG,ET,E4,13,14,-1,60
Military,USFF,LCS,IT,E4,7,5,2,80
Military,NAVAIR,CVN,LS,E6,24,25,-1,72
Military,NAVSEA,CVN,ET,E4,4,3,1,80
Military,NAVAIR,CVN,OS,E4,6,8,-2,60
Military,USFF,LHA,IT,E1,8,10,-2,52
Military,CNP,LCS,ET,E1,19,17,2,72
Military,NAVSEA,SSN,PS,E4,14,14,0,60
Military,NAVSEA,LHA,IT,E4,7,8,-1,60
Military,CNP,DDG,HM,E7,8,8,0,80
Military,NAVWAR,LHA,GM,E5,12,13,-1,72
Military,NAVAIR,DDG,OS,E1,8,6,2,72
Military,NAVSEA,LHA,ET,E4,23,25,-2,60
Military,NAVSEA,LCS,IT,E4,1,0,1,80
Military,NAVAIR,DDG,IT,E5,4,3,1,92
Military,NAVWAR,SHORE,CTN,E8,23,25,-2,48
Military,NAVSEA,SSN,OS,E3,22,22,0,52
Military,CNP,CVN,ET,E4,19,21,-2,60
Military,USFF,SSN,CTN,E6,6,4,2,92
Military,USFF,SHORE,EN,E2,6,6,0,20
Military,USFF,DDG,LS,E5,12,14,-2,72
Military,CNP,SSN,CTN,E6,9,8,1,92
Military,NAVAIR,DDG,EN,E4,9,8,1,80
Military,NAVAIR,LHA,GM,E3,1,0,1,72
Military,USFF,LPD,HM,E9,4,5,-1,80
Military,USFF,LHA,ET,E1,21,19,2,72
Military,USFF,SHORE,EN,E6,3,3,0,40
Military,CNP,CVN,ET,E5,13,12,1,92
Military,NAVWAR,LPD,OS,E3,23,25,-2,52
Military,USFF,LHA,LS,E3,7,8,-1,52
Military,NAVWAR,SHORE,OS,E4,11,10,1,48
Military,NAVWAR,LPD,LS,E3,4,6,-2,52
Military,CNP,LPD,IT,E3,3,5,-2,52
Military,NAVAIR,DDG,LS,E4,19,20,-1,60
Military,USFF,LCS,OS,E1,8,6,2,72
Military,NAVWAR,DDG,IT,E3,10,10,0,52
Military,CNP,SHORE,ET,E2,1,0,1,40
Military,CNP,DDG,EN,E1,3,1,2,72
Military,CNP,LCS,PS,E8,23,22,1,100
Military,NAVSEA,LCS,PS,E9,21,19,2,100
Military,NAVWAR,LPD,OS,E3,20,20,0,52
Military,NAVAIR,LHA,GM,E2,3,3,0,52
Military,USFF,DDG,IT,E3,13,14,-1,52
Military,NAVWAR,LHA,HM,E5,24,24,0,72
Military,NAVSEA,CVN,PS,E3,10,11,-1,52
Military,NAVWAR,DDG,IT,E5,8,7,1,92
Military,NAVAIR,CVN,GM,E4,16,17,-1,60
Military,CNP,SSN,PS,E3,20,19,1,72
Military,NAVSEA,SHORE,CTN,E5,17,19,-2,40
Military,NAVAIR,LCS,ET,E5,10,8,2,92
Military,NAVSEA,LPD,HM,E4,10,8,2,80
Military,CNP,CVN,EN,E8,16,17,-1,80
Military,NAVAIR,LHA,HM,E5,12,13,-1,72
Military,CNP,DDG,EN,E5,23,22,1,92
Military,NAVWAR,SSN,GM,E5,18,19,-1,72
Military,NAVAIR,CVN,ET,E9,22,20,2,100
Military,NAVAIR,LHA,OS,E1,5,3,2,72
Military,CNP,LPD,ET,E6,17,16,1,92
Military,NAVAIR,DDG,ET,E5,9,9,0,72
Military,USFF,LHA,CTN,E5,1,1,0,72
Military,CNP,LHA,LS,E5,6,5,1,92
Military,NAVAIR,SHORE,HM,E3,17,15,2,40
Military,CNP,DDG,ET,E3,19,20,-1,52
Military,NAVSEA,CVN,CTN,E4,14,12,2,80
Military,CNP,SSN,ET,E3,18,19,-1,52
Military,NAVWAR,SHORE,EN,E6,7,5,2,60
Military,NAVAIR,SHORE,IT,E9,5,4,1,68
Military,NAVWAR,DDG,IT,E3,11,12,-1,52
Military,NAVSEA,LPD,CTN,E3,24,26,-2,52
Military,NAVWAR,SSN,EN,E2,3,2,1,72
Military,CNP,CVN,IT,E5,23,23,0,72
Military,NAVSEA,CVN,LS,E1,6,4,2,72
Military,USFF,LPD,HM,E1,13,13,0,52
Military,USFF,SHORE,IT,E2,11,12,-1,20
Military,NAVWAR,LPD,CTN,E9,9,9,0,80
Military,USFF,LPD,GM,E7,3,5,-2,80
Military,NAVWAR,CVN,IT,E1,24,24,0,52
Military,CNP,LCS,CTN,E3,19,19,0,52
Military,CNP,LPD,HM,E4,7,9,-2,60
Military,NAVAIR,LCS,CTN,E2,24,26,-2,52
Military,NAVSEA,DDG,CTN,E7,20,18,2,100
Military,NAVSEA,LPD,GM,E1,22,21,1,72
Military,NAVAIR,SHORE,GM,E8,10,9,1,68
Military,USFF,CVN,PS,E1,19,21,-2,52
Military,NAVSEA,LCS,GM,E5,18,19,-1,72
Military,CNP,LHA,GM,E9,14,13,1,100
Military,USFF,SSN,IT,E5,2,3,-1,72
Military,NAVWAR,LCS,IT,E2,10,9,1,72
Military,USFF,DDG,OS,E4,3,1,2,80
Military,USFF,LHA,OS,E9,19,18,1,100
Military,NAVSEA,DDG,EN,E1,19,21,-2,52
Military,NAVWAR,LHA,HM,E1,10,11,-1,52
Military,NAVSEA,LCS,ET,E6,13,15,-2,72
Military,NAVAIR,LPD,IT,E4,5,5,0,60
Military,NAVWAR,CVN,IT,E1,8,10,-2,52
Military,CNP,LHA,ET,E2,7,6,1,72
Military,USFF,CVN,GM,E4,19,20,-1,60
Military,USFF,SHORE,HM,E3,17,19,-2,20
Military,NAVAIR,LPD,GM,E6,8,8,0,72
Military,NAVAIR,SSN,CTN,E4,22,20,2,80
Military,CNP,LPD,ET,E4,19,17,2,80
Military,USFF,CVN,ET,E7,21,19,2,100
Military,NAVWAR,LPD,HM,E6,13,13,0,72
Military,NAVAIR,DDG,IT,E1,23,21,2,72
Military,NAVWAR,SHORE,IT,E3,20,20,0,20
Military,NAVAIR,DDG,OS,E2,23,24,-1,52
Military,NAVAIR,LCS,ET,E2,21,20,1,72
Military,NAVWAR,CVN,OS,E6,16,14,2,92
Military,NAVSEA,LHA,IT,E1,22,24,-2,52
Military,USFF,LPD,ET,E3,2,2,0,52
Military,CNP,LCS,HM,E3,5,4,1,72
Military,NAVWAR,LCS,LS,E3,5,6,-1,52
Military,NAVAIR,LPD,GM,E7,20,21,-1,80
Military,CNP,LHA,OS,E3,8,8,0,52
Military,NAVWAR,SHORE,PS,E3,9,11,-2,20
Military,CNP,SHORE,LS,E3,23,21,2,40
Military,USFF,CVN,EN,E1,18,16,2,72
Military,NAVAIR,LHA,CTN,E4,22,21,1,80
Military,NAVAIR,LPD,CTN,E6,11,10,1,92
Military,NAVAIR,LPD,PS,E1,21,23,-2,52
Military,NAVAIR,SSN,IT,E3,5,7,-2,52
Military,NAVSEA,SSN,GM,E5,11,13,-2,72
Military,USFF,LCS,GM,E6,5,4,1,92
Military,USFF,SSN,LS,E1,6,4,2,72
Military,NAVAIR,SHORE,ET,E6,11,12,-1,40
Military,CNP,LPD,PS,E8,19,20,-1,80
Military,NAVSEA,LHA,LS,E4,16,15,1,80
Military,CNP,DDG,GM,E5,4,3,1,92
Military,USFF,DDG,OS,E6,3,5,-2,72
Military,NAVWAR,DDG,CTN,E3,12,11,1,72
Military,NAVWAR,LPD,PS,E5,20,21,-1,72
Military,USFF,LPD,LS,E5,9,10,-1,72
Military,NAVSEA,LHA,PS,E3,1,3,-2,52
Military,USFF,LHA,GM,E2,8,8,0,52
Military,USFF,LCS,CTN,E4,1,0,1,80
Military,NAVAIR,SHORE,IT,E3,1,3,-2,20
Military,USFF,LHA,HM,E2,11,12,-1,52
Military,NAVWAR,LHA,GM,E5,21,20,1,92
Military,NAVWAR,LCS,LS,E3,17,18,-1,52
Military,NAVAIR,LPD,OS,E3,5,7,-2,52
Military,NAVAIR,SHORE,CTN,E5,17,15,2,60
Military,NAVSEA,LHA,GM,E1,1,0,1,72
Military,CNP,CVN,CTN,E3,12,11,1,72
Military,NAVWAR,SHORE,CTN,E4,15,14,1,48
Military,USFF,DDG,OS,E8,16,18,-2,80
Military,USFF,LCS,OS,E5,14,12,2,92
Military,USFF,SHORE,HM,E1,7,9,-2,20
Military,CNP,SHORE,HM,E5,19,18,1,60
Military,NAVAIR,SSN,HM,E7,12,10,2,100
Military,USFF,DDG,IT,E3,1,1,0,52
Military,NAVWAR,LHA,HM,E2,6,5,1,72
Military,NAVWAR,LHA,CTN,E5,12,12,0,72
Military,USFF,CVN,PS,E7,19,17,2,100
Military,NAVAIR,LHA,PS,E5,20,21,-1,72
Military,NAVWAR,LHA,ET,E4,17,19,-2,60
Military,USFF,LPD,CTN,E3,17,19,-2,52
Military,NAVSEA,SSN,CTN,E9,14,14,0,80
Military,NAVSEA,LPD,HM,E6,14,15,-1,72
Military,NAVWAR,LHA,ET,E4,4,3,1,80
Military,CNP,SHORE,CTN,E2,24,25,-1,20
Military,NAVAIR,SSN,HM,E7,14,12,2,100
Military,CNP,SHORE,EN,E1,11,9,2,40
Military,NAVSEA,CVN,EN,E3,13,15,-2,52
Military,NAVAIR,LCS,ET,E5,14,12,2,92
Civilian,NAVWAR,SHORE,1102,GS-11,7,7,0,28
Civilian,USFF,SHORE,1102,GS-15,5,6,-1,48
Civilian,NAVAIR,SHORE,0343,GS-12,4,5,-1,40
Civilian,CNP,SHORE,2210,GS-13,6,6,0,40
Civilian,CNP,SHORE,0511,GS-12,8,9,-1,40
Civilian,NAVAIR,SHORE,0343,GS-13,1,2,-1,40
Civilian,USFF,SHORE,1102,GS-12,3,4,-1,40
Civilian,CNP,SHORE,1550,GS-09,1,1,0,28
Civilian,USFF,SHORE,0855,GS-12,7,8,-1,40
Civilian,NAVSEA,SHORE,1550,GS-11,2,1,1,48
Civilian,CNP,SHORE,0511,GS-14,3,2,1,68
Civilian,CNP,SHORE,0511,GS-14,8,8,0,48
Civilian,NAVSEA,SHORE,0511,GS-11,4,4,0,28
Civilian,NAVWAR,SHORE,1550,GS-12,3,3,0,40
Civilian,NAVWAR,SHORE,2210,GS-07,2,3,-1,20
Civilian,NAVSEA,SHORE,0511,GS-11,9,8,1,48
